date,zone,lon,lat,wind_speed_knots,wave_height_m,sea_surface_temp_c,visibility_km,precipitation_mm
2024-03-31,South China Sea,110,2,12.8,1.21,27.4,15.9,29.1
2024-03-31,Java Sea West,108,-6,6.1,1.93,27.3,6.5,14.8
2024-03-31,Java Sea East,115,-5,6.7,1.14,26.9,10.7,0
2024-03-31,Celebes Sea,121,2,6.2,1.67,28.9,14.0,3.8
2024-03-31,Banda Sea,128,-5,9.3,1.83,26.9,10.4,3.7
2024-03-31,Arafura Sea,136,-7,10.7,1.73,28.2,11.6,2.9
2024-03-31,Indian Ocean South,100,-7,10.0,1.3,28.3,10.6,19.5
2024-04-01,Malacca Strait,101,3,12.6,0.88,28.9,10.5,0.2
2024-04-01,South China Sea,110,2,5.5,1.05,28.4,8.5,17.3
2024-04-01,Java Sea West,108,-6,15.1,1.04,27.4,11.3,0
2024-04-01,Java Sea East,115,-5,12.1,1.93,28.4,15.2,6.0
2024-04-01,Celebes Sea,121,2,13.1,1.14,26.6,7.9,4.9
2024-04-01,Banda Sea,128,-5,5.7,1.59,28.4,7.9,4.8
2024-04-01,Arafura Sea,136,-7,10.0,1.21,28.3,12.9,7.5
2024-04-01,Indian Ocean South,100,-7,8.6,1.04,26.5,6.8,1.6
2024-04-02,Malacca Strait,101,3,7.0,0.63,27.0,14.7,11.0
2024-04-02,South China Sea,110,2,13.1,1.78,27.7,8.5,10.7
2024-04-02,Java Sea West,108,-6,7.4,1.66,28.5,13.2,4.5
2024-04-02,Java Sea East,115,-5,9.4,0.65,27.5,10.3,0
2024-04-02,Celebes Sea,121,2,15.0,0.63,29.5,10.2,3.8
2024-04-02,Banda Sea,128,-5,10.2,0.91,26.8,8.0,3.7
2024-04-02,Arafura Sea,136,-7,5.3,1.06,26.6,9.8,3.5
2024-04-02,Indian Ocean South,100,-7,12.1,1.38,27.1,11.0,0
2024-04-03,Malacca Strait,101,3,11.2,1.34,27.1,12.6,0
2024-04-03,South China Sea,110,2,14.4,0.49,26.9,4.0,19.9
2024-04-03,Java Sea West,108,-6,10.9,0.78,26.7,6.7,5.0
2024-04-03,Java Sea East,115,-5,11.8,1.19,27.3,8.6,7.9
2024-04-03,Celebes Sea,121,2,7.8,0.93,29.9,4.5,4.9
2024-04-03,Banda Sea,128,-5,14.8,1.15,26.1,7.7,2.8
2024-04-03,Arafura Sea,136,-7,7.9,1.41,27.5,14.0,2.3
2024-04-03,Indian Ocean South,100,-7,10.6,1.15,29.9,12.3,1.2
2024-04-04,Malacca Strait,101,3,12.6,1.25,29.2,11.7,0
2024-04-04,South China Sea,110,2,17.4,1.96,29.9,14.3,19.7
2024-04-04,Java Sea West,108,-6,4.8,0.8,26.5,7.5,20.0
2024-04-04,Java Sea East,115,-5,13.2,1.2,27.6,3.5,11.5
2024-04-04,Celebes Sea,121,2,10.8,2.06,26.4,12.0,17.4
2024-04-04,Banda Sea,128,-5,8.5,0.92,26.9,8.9,0
2024-04-04,Arafura Sea,136,-7,6.7,1.18,28.8,5.9,16.1
2024-04-04,Indian Ocean South,100,-7,10.2,0.98,29.1,12.4,5.6
2024-04-05,Malacca Strait,101,3,14.7,1.36,26.3,17.8,0
2024-04-05,South China Sea,110,2,10.0,1.49,27.0,9.3,6.3
2024-04-05,Java Sea West,108,-6,9.4,1.49,29.0,7.0,0
2024-04-05,Java Sea East,115,-5,8.2,1.39,29.3,19.6,12.0
2024-04-05,Celebes Sea,121,2,9.7,0.73,28.1,9.3,3.1
2024-04-05,Banda Sea,128,-5,7.3,1.65,27.8,6.3,10.2
2024-04-05,Arafura Sea,136,-7,11.8,1.65,27.8,9.7,1.1
2024-04-05,Indian Ocean South,100,-7,10.6,1.4,27.7,8.2,6.5
2024-04-06,Malacca Strait,101,3,11.3,1.69,27.0,7.7,0
2024-04-06,South China Sea,110,2,12.2,1.48,27.8,7.6,12.4
2024-04-06,Java Sea West,108,-6,2.2,1.38,27.5,6.2,14.3
2024-04-06,Java Sea East,115,-5,10.7,1.11,29.5,12.0,16.4
2024-04-06,Celebes Sea,121,2,10.1,0.72,28.5,11.2,7.9
2024-04-06,Banda Sea,128,-5,8.7,1.63,29.4,9.7,4.8
2024-04-06,Arafura Sea,136,-7,8.6,0.81,27.6,13.6,10.2
2024-04-06,Indian Ocean South,100,-7,6.2,0.98,29.3,11.6,6.4
2024-04-07,Malacca Strait,101,3,13.3,0.48,29.4,8.0,22.2
2024-04-07,South China Sea,110,2,10.1,1.54,28.4,8.6,0
2024-04-07,Java Sea West,108,-6,7.4,1.05,29.7,12.1,8.7
2024-04-07,Java Sea East,115,-5,12.4,1.23,28.2,9.6,9.1
2024-04-07,Celebes Sea,121,2,7.2,0.96,28.8,8.9,2.5
2024-04-07,Banda Sea,128,-5,14.4,1.28,28.8,18.0,0
2024-04-07,Arafura Sea,136,-7,7.7,1.62,30.0,9.0,8.4
2024-04-07,Indian Ocean South,100,-7,7.9,0.96,26.7,6.4,0
2024-04-08,Malacca Strait,101,3,16.1,0.86,26.5,13.1,0
2024-04-08,South China Sea,110,2,10.1,1.46,28.6,12.0,5.4
2024-04-08,Java Sea West,108,-6,7.9,1.77,27.3,14.6,5.5
2024-04-08,Java Sea East,115,-5,8.8,1.33,26.7,8.7,11.4
2024-04-08,Celebes Sea,121,2,12.0,1.12,27.9,5.6,0
2024-04-08,Banda Sea,128,-5,10.8,0.76,29.0,11.3,0
2024-04-08,Arafura Sea,136,-7,8.9,1.01,28.7,11.9,0
2024-04-08,Indian Ocean South,100,-7,9.3,1.65,29.9,6.0,0
2024-04-09,Malacca Strait,101,3,5.3,0.77,29.0,9.3,0
2024-04-09,South China Sea,110,2,5.9,1.14,27.8,12.0,3.3
2024-04-09,Java Sea West,108,-6,10.3,0.38,29.7,9.4,5.6
2024-04-09,Java Sea East,115,-5,12.4,1.83,28.9,4.9,3.0
2024-04-09,Celebes Sea,121,2,11.7,0.86,28.7,13.2,14.5
2024-04-09,Banda Sea,128,-5,9.6,1.37,29.7,8.4,0
2024-04-09,Arafura Sea,136,-7,11.8,1.28,28.6,8.5,14.7
2024-04-09,Indian Ocean South,100,-7,8.4,1.69,27.1,8.6,12.8
2024-04-10,Malacca Strait,101,3,8.4,0.97,28.5,8.0,4.5
2024-04-10,South China Sea,110,2,12.4,1.42,27.1,10.0,8.1
2024-04-10,Java Sea West,108,-6,9.0,1.13,27.9,9.4,1.6
2024-04-10,Java Sea East,115,-5,10.0,1.51,28.4,12.4,0
2024-04-10,Celebes Sea,121,2,12.4,0.62,28.7,2.1,0.5
2024-04-10,Banda Sea,128,-5,14.7,1.58,29.7,6.8,6.7
2024-04-10,Arafura Sea,136,-7,8.6,1.42,26.9,12.7,0
2024-04-10,Indian Ocean South,100,-7,10.3,0.69,29.2,12.4,0
2024-04-11,Malacca Strait,101,3,6.1,1.45,26.7,10.5,0
2024-04-11,South China Sea,110,2,10.7,0.39,27.3,6.9,0
2024-04-11,Java Sea West,108,-6,6.6,1.34,28.2,12.9,3.7
2024-04-11,Java Sea East,115,-5,4.9,1.17,27.7,10.9,0
2024-04-11,Celebes Sea,121,2,15.1,1.66,28.3,6.0,5.9
2024-04-11,Banda Sea,128,-5,10.7,1.08,29.8,11.3,6.6
2024-04-11,Arafura Sea,136,-7,8.7,1.66,28.6,14.7,12.9
2024-04-11,Indian Ocean South,100,-7,11.5,1.52,26.6,12.2,12.9
2024-04-12,Malacca Strait,101,3,11.1,1.69,27.3,4.0,0
2024-04-12,South China Sea,110,2,1.4,1.9,27.4,10.3,5.5
2024-04-12,Java Sea West,108,-6,13.7,1.3,27.5,9.1,4.2
2024-04-12,Java Sea East,115,-5,7.0,1.92,29.5,10.4,17.4
2024-04-12,Celebes Sea,121,2,7.4,1.25,28.2,8.2,0
2024-04-12,Banda Sea,128,-5,13.9,0.85,26.6,14.5,4.8
2024-04-12,Arafura Sea,136,-7,13.3,0.9,27.9,1.6,14.4
2024-04-12,Indian Ocean South,100,-7,5.5,1.48,29.2,7.5,0
2024-04-13,Malacca Strait,101,3,5.6,1.1,27.4,11.6,15.0
2024-04-13,South China Sea,110,2,10.6,1.83,27.6,7.3,2.8
2024-04-13,Java Sea West,108,-6,11.5,1.11,27.9,9.4,0.9
2024-04-13,Java Sea East,115,-5,16.1,1.53,27.9,15.6,12.9
2024-04-13,Celebes Sea,121,2,8.0,0.42,26.3,6.4,0
2024-04-13,Banda Sea,128,-5,6.4,1.28,27.9,6.6,4.3
2024-04-13,Arafura Sea,136,-7,16.1,1.01,27.2,16.6,9.0
2024-04-13,Indian Ocean South,100,-7,10.0,1.34,27.9,10.5,7.3
2024-04-14,Malacca Strait,101,3,10.2,1.27,26.3,4.1,4.5
2024-04-14,South China Sea,110,2,8.0,1.49,26.1,11.4,8.2
2024-04-14,Java Sea West,108,-6,5.2,1.1,27.0,8.9,0
2024-04-14,Java Sea East,115,-5,10.5,1.59,26.6,11.6,3.1
2024-04-14,Celebes Sea,121,2,10.3,1.38,27.8,8.7,0.8
2024-04-14,Banda Sea,128,-5,7.8,0.68,26.5,11.5,12.0
2024-04-14,Arafura Sea,136,-7,9.3,1.03,27.5,9.1,0
2024-04-14,Indian Ocean South,100,-7,15.4,1.55,27.8,6.7,0
2024-04-15,Malacca Strait,101,3,14.4,0.62,29.8,3.9,12.4
2024-04-15,South China Sea,110,2,11.3,1.2,28.6,6.0,13.7
2024-04-15,Java Sea West,108,-6,9.3,1.28,27.3,9.3,0.3
2024-04-15,Java Sea East,115,-5,10.4,1.3,26.4,12.6,10.3
2024-04-15,Celebes Sea,121,2,9.1,1.09,26.4,14.1,0.6
2024-04-15,Banda Sea,128,-5,8.3,1.2,26.5,11.0,1.7
2024-04-15,Arafura Sea,136,-7,3.4,1.2,29.6,9.2,0
2024-04-15,Indian Ocean South,100,-7,5.5,1.03,27.1,4.2,12.7
2024-04-16,Malacca Strait,101,3,11.7,1.16,29.1,8.0,9.8
2024-04-16,South China Sea,110,2,7.9,1.89,28.0,13.7,0.2
2024-04-16,Java Sea West,108,-6,11.9,1.6,26.9,5.9,0
2024-04-16,Java Sea East,115,-5,14.4,1.06,27.0,4.0,10.7
2024-04-16,Celebes Sea,121,2,12.6,1.13,27.1,8.0,0
2024-04-16,Banda Sea,128,-5,13.5,1.08,27.7,12.9,0
2024-04-16,Arafura Sea,136,-7,18.6,1.25,29.3,6.1,6.2
2024-04-16,Indian Ocean South,100,-7,10.5,0.81,28.5,11.3,4.1
2024-04-17,Malacca Strait,101,3,13.1,1.73,29.1,8.9,1.0
2024-04-17,South China Sea,110,2,9.8,1.54,29.6,8.1,0
2024-04-17,Java Sea West,108,-6,8.2,1.14,26.8,9.2,0
2024-04-17,Java Sea East,115,-5,7.5,0.79,28.1,11.7,0
2024-04-17,Celebes Sea,121,2,16.9,1.01,26.2,14.0,14.8
2024-04-17,Banda Sea,128,-5,8.0,0.62,26.6,4.0,0
2024-04-17,Arafura Sea,136,-7,6.2,0.63,29.7,14.5,8.5
2024-04-17,Indian Ocean South,100,-7,11.0,1.02,29.2,8.2,6.3
2024-04-18,Malacca Strait,101,3,13.1,1.67,29.2,11.0,19.2
2024-04-18,South China Sea,110,2,14.2,1.4,27.3,13.9,3.4
2024-04-18,Java Sea West,108,-6,9.9,0.98,28.4,9.2,8.5
2024-04-18,Java Sea East,115,-5,7.3,0.77,27.8,10.8,4.0
2024-04-18,Celebes Sea,121,2,4.4,1.14,26.1,9.7,5.1
2024-04-18,Banda Sea,128,-5,5.1,0.36,27.7,11.8,0
2024-04-18,Arafura Sea,136,-7,8.4,0.68,27.6,13.8,0.8
2024-04-18,Indian Ocean South,100,-7,0.8,0.94,28.5,10.6,0
2024-04-19,Malacca Strait,101,3,10.7,1.24,26.4,6.7,15.3
2024-04-19,South China Sea,110,2,10.7,0.54,27.1,11.9,18.4
2024-04-19,Java Sea West,108,-6,8.9,1.6,28.7,14.2,8.1
2024-04-19,Java Sea East,115,-5,6.4,1.62,29.0,14.7,8.5
2024-04-19,Celebes Sea,121,2,12.5,0.6,26.5,13.8,0
2024-04-19,Banda Sea,128,-5,11.8,1.49,27.3,10.5,0
2024-04-19,Arafura Sea,136,-7,10.4,1.18,26.9,6.6,6.7
2024-04-19,Indian Ocean South,100,-7,14.5,0.77,27.5,13.1,14.6
2024-04-20,Malacca Strait,101,3,11.0,1.73,28.8,11.5,6.6
2024-04-20,South China Sea,110,2,12.7,1.41,29.5,5.8,0
2024-04-20,Java Sea West,108,-6,14.4,1.99,29.4,15.1,13.2
2024-04-20,Java Sea East,115,-5,5.2,1.29,27.1,9.4,0
2024-04-20,Celebes Sea,121,2,3.4,0.76,28.4,12.3,13.4
2024-04-20,Banda Sea,128,-5,11.3,1.67,29.1,13.6,7.1
2024-04-20,Arafura Sea,136,-7,11.3,1.14,27.0,9.6,4.5
2024-04-20,Indian Ocean South,100,-7,12.6,1.75,28.6,12.9,9.9
2024-04-21,Malacca Strait,101,3,12.3,0.98,26.1,5.0,8.9
2024-04-21,South China Sea,110,2,12.2,0.84,27.9,6.0,0
2024-04-21,Java Sea West,108,-6,7.9,1.58,27.7,9.1,24.2
2024-04-21,Java Sea East,115,-5,10.5,1.32,29.5,9.9,2.3
2024-04-21,Celebes Sea,121,2,12.9,1.25,27.5,7.9,0
2024-04-21,Banda Sea,128,-5,13.0,1.44,26.8,12.2,4.3
2024-04-21,Arafura Sea,136,-7,12.1,1.04,29.8,11.2,17.8
2024-04-21,Indian Ocean South,100,-7,8.4,1.53,27.1,12.5,7.9
2024-04-22,Malacca Strait,101,3,13.3,1.55,28.7,7.6,3.6
2024-04-22,South China Sea,110,2,15.6,1.26,29.8,15.8,11.8
2024-04-22,Java Sea West,108,-6,11.8,0.72,29.8,11.9,9.1
2024-04-22,Java Sea East,115,-5,13.4,0.94,28.5,7.9,25.4
2024-04-22,Celebes Sea,121,2,8.3,1.17,28.6,9.7,7.8
2024-04-22,Banda Sea,128,-5,15.6,0.85,27.6,7.6,14.6
2024-04-22,Arafura Sea,136,-7,7.4,0.73,27.8,9.5,9.0
2024-04-22,Indian Ocean South,100,-7,10.9,1.28,29.9,10.1,2.5
2024-04-23,Malacca Strait,101,3,12.8,1.75,28.8,8.2,26.0
2024-04-23,South China Sea,110,2,10.5,1.2,27.0,12.5,6.8
2024-04-23,Java Sea West,108,-6,10.0,1.36,26.1,8.9,11.7
2024-04-23,Java Sea East,115,-5,10.8,1.45,29.7,7.1,10.3
2024-04-23,Celebes Sea,121,2,8.5,1.19,29.0,12.7,3.9
2024-04-23,Banda Sea,128,-5,9.0,1.88,29.9,8.5,3.0
2024-04-23,Arafura Sea,136,-7,6.0,1.69,28.9,11.3,2.4
2024-04-23,Indian Ocean South,100,-7,5.5,1.38,27.8,10.8,6.5
2024-04-24,Malacca Strait,101,3,11.8,1.96,27.1,13.7,6.4
2024-04-24,South China Sea,110,2,12.8,1.52,26.8,8.3,14.9
2024-04-24,Java Sea West,108,-6,10.7,1.66,29.4,8.0,10.6
2024-04-24,Java Sea East,115,-5,15.2,1.0,26.4,9.5,0
2024-04-24,Celebes Sea,121,2,10.7,1.97,29.9,4.3,12.8
2024-04-24,Banda Sea,128,-5,10.3,1.38,27.9,15.9,0
2024-04-24,Arafura Sea,136,-7,8.3,1.44,27.6,12.7,0.8
2024-04-24,Indian Ocean South,100,-7,10.3,1.21,26.7,7.2,11.9
2024-04-25,Malacca Strait,101,3,9.5,1.24,28.2,9.3,5.4
2024-04-25,South China Sea,110,2,13.5,0.85,27.9,6.4,0
2024-04-25,Java Sea West,108,-6,8.8,0.99,26.5,8.4,30.4
2024-04-25,Java Sea East,115,-5,4.9,1.21,29.5,7.6,0
2024-04-25,Celebes Sea,121,2,6.9,0.86,29.4,10.5,7.4
2024-04-25,Banda Sea,128,-5,10.5,1.64,27.1,4.2,13.5
2024-04-25,Arafura Sea,136,-7,2.5,0.9,28.1,10.2,0
2024-04-25,Indian Ocean South,100,-7,2.5,1.24,29.3,9.0,0
2024-04-26,Malacca Strait,101,3,14.0,1.57,29.3,13.6,5.8
2024-04-26,South China Sea,110,2,5.9,1.74,26.4,11.2,9.7
2024-04-26,Java Sea West,108,-6,4.5,1.15,28.1,6.3,3.0
2024-04-26,Java Sea East,115,-5,9.9,0.92,29.3,13.0,0.8
2024-04-26,Celebes Sea,121,2,11.8,0.52,28.4,10.2,0
2024-04-26,Banda Sea,128,-5,11.7,0.63,29.4,11.3,9.5
2024-04-26,Arafura Sea,136,-7,12.5,1.12,29.1,14.6,11.5
2024-04-26,Indian Ocean South,100,-7,15.2,1.17,28.1,11.4,6.5
2024-04-27,Malacca Strait,101,3,6.5,0.42,29.1,11.8,2.4
2024-04-27,South China Sea,110,2,10.8,1.05,29.4,16.8,0
2024-04-27,Java Sea West,108,-6,4.5,0.93,27.0,8.8,3.4
2024-04-27,Java Sea East,115,-5,10.7,1.0,27.1,13.0,0
2024-04-27,Celebes Sea,121,2,12.7,1.23,28.8,7.3,12.9
2024-04-27,Banda Sea,128,-5,10.9,1.82,27.5,10.5,10.6
2024-04-27,Arafura Sea,136,-7,9.5,1.69,26.5,10.4,0
2024-04-27,Indian Ocean South,100,-7,9.5,0.96,27.1,7.9,0.9
2024-04-28,Malacca Strait,101,3,9.6,1.07,29.4,10.4,7.8
2024-04-28,South China Sea,110,2,10.6,1.01,30.0,8.6,5.2
2024-04-28,Java Sea West,108,-6,11.2,1.41,27.6,8.8,3.0
2024-04-28,Java Sea East,115,-5,19.2,1.9,27.4,2.4,0
2024-04-28,Celebes Sea,121,2,8.1,1.23,28.9,7.9,1.9
2024-04-28,Banda Sea,128,-5,8.4,1.52,28.4,7.2,10.2
2024-04-28,Arafura Sea,136,-7,10.9,1.56,28.0,8.9,1.9
2024-04-28,Indian Ocean South,100,-7,12.5,1.03,29.9,6.7,13.1
2024-04-29,Malacca Strait,101,3,9.6,1.37,29.0,10.6,0
2024-04-29,South China Sea,110,2,6.5,1.34,27.4,12.4,0
2024-04-29,Java Sea West,108,-6,5.8,1.11,27.5,8.8,12.1
2024-04-29,Java Sea East,115,-5,4.3,0.62,27.2,9.0,0
2024-04-29,Celebes Sea,121,2,7.1,1.38,28.7,7.6,0
2024-04-29,Banda Sea,128,-5,12.5,0.9,27.6,2.0,5.7
2024-04-29,Arafura Sea,136,-7,13.1,1.05,26.1,15.5,9.3
2024-04-29,Indian Ocean South,100,-7,15.6,1.5,27.4,12.3,9.2
2024-04-30,Malacca Strait,101,3,8.2,0.89,28.6,4.5,0
2024-04-30,South China Sea,110,2,7.9,1.09,27.3,4.2,8.9
2024-04-30,Java Sea West,108,-6,9.8,1.98,28.4,12.9,4.3
2024-04-30,Java Sea East,115,-5,10.1,1.13,28.7,8.2,13.1
2024-04-30,Celebes Sea,121,2,8.9,0.88,27.7,4.2,5.3
2024-04-30,Banda Sea,128,-5,8.7,1.42,26.2,13.0,4.8
2024-04-30,Arafura Sea,136,-7,13.7,1.71,26.4,9.4,7.6
2024-04-30,Indian Ocean South,100,-7,12.5,1.7,28.6,8.3,18.7
2024-05-01,Malacca Strait,101,3,10.7,1.52,28.5,5.1,8.9
2024-05-01,South China Sea,110,2,7.0,0.24,28.3,11.8,24.9
2024-05-01,Java Sea West,108,-6,14.4,1.03,28.5,10.4,0
2024-05-01,Java Sea East,115,-5,7.4,1.26,26.6,12.7,14.9
2024-05-01,Celebes Sea,121,2,6.8,1.66,26.3,10.9,12.9
2024-05-01,Banda Sea,128,-5,11.1,1.72,27.6,11.5,8.4
2024-05-01,Arafura Sea,136,-7,5.2,1.55,27.7,9.5,3.2
2024-05-01,Indian Ocean South,100,-7,8.4,1.45,28.6,12.6,19.0
2024-05-02,Malacca Strait,101,3,17.8,1.26,26.3,5.2,0
2024-05-02,South China Sea,110,2,8.7,1.46,26.4,14.5,0.5
2024-05-02,Java Sea West,108,-6,7.9,0.2,28.1,13.5,0
2024-05-02,Java Sea East,115,-5,13.4,0.85,26.5,10.9,0
2024-05-02,Celebes Sea,121,2,10.3,0.89,27.7,11.1,8.9
2024-05-02,Banda Sea,128,-5,11.8,1.55,28.0,4.8,18.8
2024-05-02,Arafura Sea,136,-7,6.1,0.44,29.5,12.6,2.1
2024-05-02,Indian Ocean South,100,-7,18.6,1.56,28.4,12.4,0
2024-05-03,Malacca Strait,101,3,12.3,1.14,28.2,7.2,23.8
2024-05-03,South China Sea,110,2,13.8,1.87,29.4,5.0,16.3
2024-05-03,Java Sea West,108,-6,9.5,1.71,29.3,10.2,10.5
2024-05-03,Java Sea East,115,-5,7.4,1.08,29.1,9.3,6.2
2024-05-03,Celebes Sea,121,2,14.6,1.33,27.7,12.6,0
2024-05-03,Banda Sea,128,-5,13.6,1.04,28.0,7.6,13.7
2024-05-03,Arafura Sea,136,-7,10.6,1.41,26.2,7.3,0
2024-05-03,Indian Ocean South,100,-7,7.7,1.16,27.3,11.5,7.3
2024-05-04,Malacca Strait,101,3,12.5,1.13,29.4,7.9,0
2024-05-04,South China Sea,110,2,9.1,0.95,28.7,12.5,0
2024-05-04,Java Sea West,108,-6,11.3,1.69,29.8,11.6,1.2
2024-05-04,Java Sea East,115,-5,9.3,1.2,29.6,12.0,4.1
2024-05-04,Celebes Sea,121,2,8.2,1.12,27.0,12.4,9.1
2024-05-04,Banda Sea,128,-5,11.2,0.58,29.7,5.7,8.4
2024-05-04,Arafura Sea,136,-7,10.7,1.93,29.1,9.2,14.1
2024-05-04,Indian Ocean South,100,-7,0.6,0.91,27.1,8.6,0
2024-05-05,Malacca Strait,101,3,9.1,1.14,28.5,12.4,0.8
2024-05-05,South China Sea,110,2,12.3,1.18,27.3,8.4,0
2024-05-05,Java Sea West,108,-6,10.7,1.14,26.4,12.5,7.6
2024-05-05,Java Sea East,115,-5,16.0,1.51,29.9,5.9,0
2024-05-05,Celebes Sea,121,2,6.3,0.83,27.6,4.6,20.2
2024-05-05,Banda Sea,128,-5,10.0,1.62,29.7,11.1,2.0
2024-05-05,Arafura Sea,136,-7,10.2,1.34,26.2,14.2,16.7
2024-05-05,Indian Ocean South,100,-7,13.5,1.29,29.5,6.1,0
2024-05-06,Malacca Strait,101,3,11.1,0.89,30.0,10.1,0.4
2024-05-06,South China Sea,110,2,11.7,1.23,26.6,10.1,7.1
2024-05-06,Java Sea West,108,-6,0.0,1.75,29.7,12.7,6.9
2024-05-06,Java Sea East,115,-5,5.0,1.21,29.5,10.9,7.5
2024-05-06,Celebes Sea,121,2,13.2,1.26,27.1,13.1,0
2024-05-06,Banda Sea,128,-5,6.5,1.51,27.7,14.5,11.4
2024-05-06,Arafura Sea,136,-7,15.2,1.58,28.7,6.8,11.6
2024-05-06,Indian Ocean South,100,-7,12.5,1.57,29.3,8.2,0
2024-05-07,Malacca Strait,101,3,19.8,1.3,28.6,12.5,2.8
2024-05-07,South China Sea,110,2,14.7,1.28,26.8,14.1,8.5
2024-05-07,Java Sea West,108,-6,16.0,1.16,27.5,8.5,8.0
2024-05-07,Java Sea East,115,-5,16.8,1.8,26.7,10.5,0
2024-05-07,Celebes Sea,121,2,13.5,1.56,27.7,10.9,0
2024-05-07,Banda Sea,128,-5,7.9,0.42,28.1,3.8,6.1
2024-05-07,Arafura Sea,136,-7,5.4,1.48,29.2,7.6,0
2024-05-07,Indian Ocean South,100,-7,7.9,1.11,26.9,9.3,0.7
2024-05-08,Malacca Strait,101,3,7.5,1.27,27.7,12.9,0
2024-05-08,South China Sea,110,2,13.3,0.57,28.1,9.7,7.4
2024-05-08,Java Sea West,108,-6,10.8,1.03,26.4,7.9,0
2024-05-08,Java Sea East,115,-5,12.1,1.18,26.5,9.0,0.7
2024-05-08,Celebes Sea,121,2,14.0,1.42,27.2,7.2,0.4
2024-05-08,Banda Sea,128,-5,9.9,2.08,29.5,10.7,9.7
2024-05-08,Arafura Sea,136,-7,12.0,1.18,28.1,11.5,5.1
2024-05-08,Indian Ocean South,100,-7,6.5,0.62,29.9,7.2,0
2024-05-09,Malacca Strait,101,3,7.6,1.92,28.8,8.0,9.2
2024-05-09,South China Sea,110,2,8.9,0.85,29.9,11.3,0.8
2024-05-09,Java Sea West,108,-6,6.7,1.48,29.2,10.9,11.3
2024-05-09,Java Sea East,115,-5,11.6,1.2,26.6,7.7,0
2024-05-09,Celebes Sea,121,2,8.2,1.39,28.3,10.5,2.8
2024-05-09,Banda Sea,128,-5,6.1,0.49,29.4,9.7,0
2024-05-09,Arafura Sea,136,-7,6.8,1.06,28.4,6.5,0
2024-05-09,Indian Ocean South,100,-7,10.4,0.83,27.7,9.6,7.7
2024-05-10,Malacca Strait,101,3,8.1,1.19,29.8,7.3,15.2
2024-05-10,South China Sea,110,2,9.1,1.29,26.9,11.2,22.2
2024-05-10,Java Sea West,108,-6,11.8,0.91,26.5,8.7,17.1
2024-05-10,Java Sea East,115,-5,9.6,1.03,29.2,11.8,0
2024-05-10,Celebes Sea,121,2,10.5,0.58,26.5,11.3,15.4
2024-05-10,Banda Sea,128,-5,11.0,1.12,26.8,10.5,5.4
2024-05-10,Arafura Sea,136,-7,14.6,1.56,29.6,11.1,5.6
2024-05-10,Indian Ocean South,100,-7,11.3,1.44,27.0,8.5,11.3
2024-05-11,Malacca Strait,101,3,8.0,1.67,28.8,5.6,3.9
2024-05-11,South China Sea,110,2,7.8,1.67,29.4,11.1,7.4
2024-05-11,Java Sea West,108,-6,15.7,1.24,26.2,13.3,11.9
2024-05-11,Java Sea East,115,-5,12.9,1.74,27.8,5.1,4.5
2024-05-11,Celebes Sea,121,2,7.6,1.46,29.4,7.1,8.1
2024-05-11,Banda Sea,128,-5,12.1,0.74,28.0,12.5,8.9
2024-05-11,Arafura Sea,136,-7,10.1,0.94,29.0,8.1,7.7
2024-05-11,Indian Ocean South,100,-7,8.4,1.31,29.4,10.8,0
2024-05-12,Malacca Strait,101,3,13.5,0.95,29.8,12.2,8.5
2024-05-12,South China Sea,110,2,16.6,1.12,28.6,5.9,0
2024-05-12,Java Sea West,108,-6,7.2,0.88,28.1,9.1,12.8
2024-05-12,Java Sea East,115,-5,9.1,1.71,29.6,12.4,5.3
2024-05-12,Celebes Sea,121,2,9.1,1.23,26.8,4.9,1.1
2024-05-12,Banda Sea,128,-5,14.6,1.02,27.6,10.8,11.4
2024-05-12,Arafura Sea,136,-7,7.4,0.58,26.5,12.4,4.7
2024-05-12,Indian Ocean South,100,-7,3.4,1.17,26.6,15.3,7.5
2024-05-13,Malacca Strait,101,3,11.1,0.52,29.9,10.8,6.8
2024-05-13,South China Sea,110,2,8.9,1.38,28.6,11.8,9.8
2024-05-13,Java Sea West,108,-6,16.3,1.1,30.0,4.2,0
2024-05-13,Java Sea East,115,-5,8.2,1.07,27.1,11.0,0
2024-05-13,Celebes Sea,121,2,8.4,1.34,27.3,5.1,0
2024-05-13,Banda Sea,128,-5,8.1,0.33,26.3,15.8,11.4
2024-05-13,Arafura Sea,136,-7,7.4,1.43,28.4,7.0,4.0
2024-05-13,Indian Ocean South,100,-7,6.2,1.35,29.7,1.9,6.4
2024-05-14,Malacca Strait,101,3,14.6,1.25,26.5,8.3,0
2024-05-14,South China Sea,110,2,3.6,1.05,29.8,5.0,19.4
2024-05-14,Java Sea West,108,-6,13.2,1.4,26.2,11.7,11.3
2024-05-14,Java Sea East,115,-5,6.7,1.09,26.6,9.2,3.7
2024-05-14,Celebes Sea,121,2,12.8,2.05,28.0,12.0,10.1
2024-05-14,Banda Sea,128,-5,8.0,0.96,29.6,10.7,0
2024-05-14,Arafura Sea,136,-7,11.1,0.93,27.8,6.9,7.7
2024-05-14,Indian Ocean South,100,-7,12.8,0.64,27.6,10.3,13.0
2024-05-15,Malacca Strait,101,3,13.9,1.25,28.6,13.1,0
2024-05-15,South China Sea,110,2,9.3,1.07,26.5,8.2,3.1
