id,date_gmt,time_gmt,lon,lat,quality_flag,radiance,zone
2278,20240910,0514,116.3785,0.0203,1,19.44,South China Sea
2279,20240513,0421,104.262,-4.1548,2,17.033,Indian Ocean
2280,20240113,1121,101.7773,1.8301,1,17.946,Malacca Strait
2281,20240324,0034,101.5883,1.618,2,46.877,Malacca Strait
2282,20241123,0942,99.5964,-8.7875,3,49.511,Indian Ocean
2283,20240215,1606,109.635,-4.1469,8,30.251,Java Sea
2284,20241215,2143,133.9963,-5.7782,1,35.284,Arafura Sea
2285,20240608,1059,108.1666,-4.8487,8,13.768,Java Sea
2286,20240222,0457,102.4607,-4.0089,1,16.03,Indian Ocean
2287,20240101,0548,136.9612,-5.5123,8,40.717,Arafura Sea
2288,20240428,2358,97.6315,-8.445,8,43.986,Indian Ocean
2289,20240515,2021,102.2374,-5.568,8,2.084,Indian Ocean
2290,20240823,0629,114.691,-5.5231,8,29.951,Java Sea
2291,20241112,2014,110.4771,-4.7705,1,33.488,Java Sea
2292,20240522,1919,108.4333,2.8954,1,38.757,South China Sea
2293,20240109,1102,112.8302,-5.2631,1,43.975,Java Sea
2294,20240503,0240,102.0259,3.0962,2,30.865,Malacca Strait
2295,20241020,0522,109.5497,-5.0382,10,17.632,Java Sea
2296,20240605,0104,139.3651,-6.2559,1,2.146,Arafura Sea
2297,20240121,0027,101.9476,3.8217,1,47.174,Malacca Strait
2298,20240723,1402,101.38,-8.6316,1,39.026,Indian Ocean
2299,20241222,0413,116.965,0.0057,3,33.28,South China Sea
2300,20240628,0725,120.4449,1.4863,1,24.793,Celebes Sea
2301,20240601,0622,103.3923,1.4715,1,41.508,Malacca Strait
2302,20240505,1206,109.4876,-5.8616,1,23.239,Java Sea
2303,20241119,2214,112.0748,-5.1168,3,39.569,Java Sea
2304,20241226,0141,103.424,1.2092,2,44.804,Malacca Strait
2305,20240121,1726,102.7071,2.0685,2,25.767,Malacca Strait
2306,20240213,1250,109.0603,-4.2914,1,7.236,Java Sea
2307,20240811,1834,99.2527,-5.6083,2,22.832,Indian Ocean
2308,20241024,1819,115.7463,-2.4736,3,8.791,South China Sea
2309,20241126,0556,114.6728,-6.2792,3,34.864,Java Sea
2310,20240515,1444,101.4149,1.5596,8,29.994,Malacca Strait
2311,20240627,0548,111.1144,-6.7275,1,27.761,Java Sea
2312,20240221,1910,111.0201,-4.1277,3,3.842,Java Sea
2313,20241016,2323,101.1955,-8.3775,1,28.494,Indian Ocean
2314,20240418,1135,103.0912,2.5094,1,4.537,Malacca Strait
2315,20241216,0506,120.5647,2.4977,3,19.395,Celebes Sea
2316,20240608,1551,122.5441,2.5025,2,35.119,Celebes Sea
2317,20241005,1630,108.6045,2.8745,8,45.011,South China Sea
2318,20240528,0132,110.485,2.7687,2,7.336,South China Sea
2319,20240318,0634,136.3374,-8.9951,2,6.809,Arafura Sea
2320,20240302,0817,104.8351,-8.3236,1,24.62,Indian Ocean
2321,20241228,1604,109.48,-6.605,3,21.362,Java Sea
2322,20240423,0047,99.8792,-5.9878,2,31.551,Indian Ocean
2323,20240109,2214,108.2528,-6.3764,2,42.693,Java Sea
2324,20240323,0345,111.0723,-5.9225,1,10.101,Java Sea
2325,20240711,0125,114.8337,0.02,1,10.254,South China Sea
2326,20241008,1422,138.7741,-7.6223,1,20.195,Arafura Sea
2327,20240222,0038,122.0555,-0.6545,2,4.938,Celebes Sea
2328,20240216,0938,138.6907,-5.0869,1,2.523,Arafura Sea
2329,20240404,0053,101.6563,-4.2211,1,48.285,Indian Ocean
2330,20240706,0451,120.3795,1.7205,2,43.497,Celebes Sea
2331,20240112,1223,100.3584,-8.93,2,48.458,Indian Ocean
2332,20240113,0759,103.8788,2.1798,3,8.072,Malacca Strait
2333,20240110,1848,123.0209,0.1723,1,39.27,Celebes Sea
2334,20240707,2149,100.1447,3.8959,1,9.834,Malacca Strait
2335,20241120,1212,110.9178,-6.9744,1,6.909,Java Sea
2336,20240203,0916,108.9428,-4.3538,10,11.214,Java Sea
2337,20240621,1717,100.5498,3.4862,2,33.839,Malacca Strait
2338,20240118,2338,111.6028,-5.4603,1,47.543,Java Sea
2339,20240321,0758,122.6995,3.5818,3,41.123,Celebes Sea
2340,20240508,0651,112.2055,-4.9519,2,12.351,Java Sea
2341,20240806,1123,114.7599,-4.032,2,26.816,Java Sea
2342,20240126,2205,109.8252,-6.3931,1,35.467,Java Sea
2343,20240112,2355,102.6738,2.4985,1,23.612,Malacca Strait
2344,20240516,1025,139.413,-6.7451,3,29.548,Arafura Sea
2345,20241111,0615,115.1774,-1.3905,1,22.111,South China Sea
2346,20240724,1924,123.9556,-0.3749,3,48.133,Celebes Sea
2347,20240206,1001,109.4604,-6.1589,1,27.007,Java Sea
2348,20241010,1621,101.5815,-4.3735,1,9.676,Indian Ocean
2349,20240619,1254,100.5704,3.3596,1,22.611,Malacca Strait
2350,20240505,0745,114.4585,-6.9594,1,29.631,Java Sea
2351,20240502,2141,109.2711,-6.6324,10,27.451,Java Sea
2352,20240727,0320,113.5485,-6.5278,1,44.363,Java Sea
2353,20240708,2114,113.6672,-5.6416,3,5.66,Java Sea
2354,20241122,2333,104.2293,-8.8501,1,41.187,Indian Ocean
2355,20240624,1758,98.1367,-8.3988,1,46.66,Indian Ocean
2356,20241109,2327,109.0949,-5.9118,8,44.514,Java Sea
2357,20241121,2107,121.3033,-0.3976,1,25.112,Celebes Sea
2358,20241101,2250,119.818,1.8886,2,17.401,Celebes Sea
2359,20240815,0425,134.0331,-5.3803,2,34.257,Arafura Sea
2360,20240502,2059,100.7799,1.0102,8,38.278,Malacca Strait
2361,20240903,0023,138.707,-5.7453,8,16.611,Arafura Sea
2362,20240316,2108,123.9204,-1.7818,1,3.753,Celebes Sea
2363,20240404,1319,111.2418,-4.46,1,11.722,Java Sea
2364,20240425,1240,122.9588,2.6154,2,34.859,Celebes Sea
2365,20240207,1222,100.6579,1.1052,2,35.605,Malacca Strait
2366,20240120,2046,120.9538,3.4389,1,31.743,Celebes Sea
2367,20240620,1155,100.9845,1.3835,8,33.134,Malacca Strait
2368,20241123,1439,109.6424,-6.4931,1,9.91,Java Sea
2369,20240628,1553,122.0396,-1.9915,2,44.773,Celebes Sea
2370,20240414,1322,115.0367,-1.647,1,48.614,South China Sea
2371,20240802,1638,100.3666,1.1469,1,25.143,Malacca Strait
2372,20240413,0131,103.1159,-4.9654,1,6.672,Indian Ocean
2373,20240908,1740,101.4169,3.536,2,48.114,Malacca Strait
2374,20241114,2234,139.7456,-7.028,3,43.047,Arafura Sea
2375,20240505,0413,136.3493,-7.7028,1,49.117,Arafura Sea
2376,20241217,0048,98.1331,-8.1931,2,30.568,Indian Ocean
2377,20241128,2345,109.0778,-5.3194,2,40.876,Java Sea
2378,20241212,1211,102.0507,-8.0793,1,41.142,Indian Ocean
2379,20241102,1257,123.9653,-0.7336,1,31.954,Celebes Sea
2380,20241104,1725,139.0515,-8.0214,1,34.342,Arafura Sea
2381,20240822,1035,100.4182,1.7089,1,47.514,Malacca Strait
2382,20240122,0224,137.5724,-7.7042,1,9.138,Arafura Sea
2383,20240708,1830,136.561,-7.8527,8,33.014,Arafura Sea
2384,20240802,1136,101.2553,1.8305,1,4.1,Malacca Strait
2385,20240214,2304,112.3835,-6.7981,1,28.528,Java Sea
2386,20240119,2146,99.7378,-6.8587,1,19.111,Indian Ocean
2387,20240812,0551,101.7275,-6.7457,1,0.526,Indian Ocean
2388,20240322,0055,109.7753,-5.6962,1,32.775,Java Sea
2389,20240503,0648,113.1027,-6.7306,2,35.964,Java Sea
2390,20241021,1436,101.9624,-6.6862,1,47.767,Indian Ocean
2391,20240808,0249,100.2968,2.2791,3,9.676,Malacca Strait
2392,20240811,2233,101.5576,3.2939,2,26.971,Malacca Strait
2393,20241107,2057,102.1788,2.0573,2,45.834,Malacca Strait
2394,20241125,1212,134.4211,-6.5895,1,2.028,Arafura Sea
2395,20240606,0702,122.6254,1.4693,1,8.348,Celebes Sea
2396,20240616,1218,120.7599,-1.8589,1,28.37,Celebes Sea
2397,20241202,0035,103.6866,2.4398,1,23.481,Malacca Strait
2398,20240813,0937,102.179,3.2875,2,22.782,Malacca Strait
2399,20240413,1102,103.764,2.2594,1,13.218,Malacca Strait
2400,20240623,0702,100.0922,1.7328,1,29.649,Malacca Strait
2401,20240315,1456,101.0896,2.2799,1,31.932,Malacca Strait
2402,20240411,0623,133.9615,-6.2162,1,29.881,Arafura Sea
2403,20240317,0543,134.2547,-7.6009,1,10.715,Arafura Sea
2404,20241010,1635,114.9121,-4.44,2,42.105,Java Sea
2405,20240514,2119,137.2821,-7.6053,1,48.633,Arafura Sea
2406,20240524,0716,139.1226,-5.2316,1,39.385,Arafura Sea
2407,20241020,1838,135.1375,-8.5148,1,12.502,Arafura Sea
2408,20240810,0717,139.0041,-7.8968,2,43.915,Arafura Sea
2409,20241123,1714,111.6808,-4.9719,1,2.863,Java Sea
2410,20240824,0642,101.6805,2.8163,10,40.97,Malacca Strait
2411,20240504,0700,123.4117,1.4958,1,49.886,Celebes Sea
2412,20240304,1530,136.1188,-8.7552,3,16.678,Arafura Sea
2413,20241123,1330,112.6671,-1.8437,1,40.117,South China Sea
2414,20240102,0927,113.4442,-6.8881,1,42.489,Java Sea
2415,20240419,0109,100.2564,3.1706,8,44.913,Malacca Strait
2416,20240424,1425,108.9597,1.6727,1,43.284,South China Sea
2417,20241011,2030,121.9745,-0.8581,2,48.21,Celebes Sea
2418,20241020,0616,121.1512,2.837,8,35.438,Celebes Sea
2419,20240713,0714,119.9458,2.1746,1,46.76,Celebes Sea
2420,20240307,1342,119.2403,-0.7718,1,37.173,Celebes Sea
2421,20240506,0841,109.7406,-6.0699,1,5.835,Java Sea
2422,20240717,2351,102.6531,3.1426,2,33.073,Malacca Strait
2423,20240926,2045,136.7819,-8.8879,1,44.911,Arafura Sea
2424,20240105,2042,120.4029,2.5196,1,48.628,Celebes Sea
2425,20240402,0920,101.1442,2.3974,1,3.393,Malacca Strait
2426,20240106,0539,113.5576,-4.4959,8,47.244,Java Sea
2427,20240624,0508,101.3534,2.3454,1,26.256,Malacca Strait
2428,20240105,1006,113.5525,-6.972,1,11.169,Java Sea
2429,20240514,1446,110.0675,-1.6832,1,34.767,South China Sea
2430,20240115,1330,135.9944,-7.1748,1,30.679,Arafura Sea
2431,20241202,0523,103.2553,1.7474,1,10.925,Malacca Strait
2432,20241219,1752,114.3246,-4.2693,3,24.638,Java Sea
2433,20240302,0429,109.5175,-4.8498,2,3.871,Java Sea
2434,20240103,1410,101.6522,-5.293,3,33.265,Indian Ocean
2435,20240827,2353,108.3648,-5.8801,1,13.318,Java Sea
2436,20240227,1544,112.1631,1.6571,2,25.012,South China Sea
2437,20241028,0503,111.7253,0.7338,8,19.623,South China Sea
2438,20240805,2109,120.137,3.2344,1,17.304,Celebes Sea
2439,20241002,1821,108.5768,-2.0667,3,19.571,South China Sea
2440,20240924,2315,134.9722,-7.9811,1,24.531,Arafura Sea
2441,20240226,0505,121.2568,2.6165,1,4.755,Celebes Sea
2442,20240108,2244,111.7164,-4.102,1,27.864,Java Sea
2443,20240215,0131,114.6847,-2.7,8,14.922,South China Sea
2444,20240312,0339,112.405,-6.3234,2,31.054,Java Sea
2445,20240216,0309,134.2474,-7.7266,1,45.313,Arafura Sea
2446,20240915,0523,102.9875,-7.7511,1,42.929,Indian Ocean
2447,20241111,2137,108.7909,-6.4716,8,44.014,Java Sea
2448,20241224,0052,103.8325,3.7263,2,10.177,Malacca Strait
2449,20240110,1631,99.3554,-6.7859,8,25.674,Indian Ocean
2450,20240126,0523,120.653,-0.3742,1,30.886,Celebes Sea
2451,20241025,1043,102.0299,2.0481,1,22.686,Malacca Strait
2452,20240721,2156,112.9139,-6.455,1,30.088,Java Sea
2453,20240816,1010,100.9327,1.555,3,45.646,Malacca Strait
2454,20240712,1751,119.0877,-1.5167,1,30.427,Celebes Sea
2455,20240305,1804,110.5822,-4.8246,1,16.468,Java Sea
2456,20240105,1848,116.3604,-0.5369,1,33.41,South China Sea
2457,20241124,0411,120.163,-0.5338,2,41.42,Celebes Sea
2458,20240114,1242,137.6486,-5.1842,1,13.331,Arafura Sea
2459,20240207,0614,122.2315,1.3073,3,32.908,Celebes Sea
2460,20240928,0710,133.2831,-7.9096,3,3.68,Arafura Sea
2461,20240326,0218,119.8839,-1.089,1,25.812,Celebes Sea
2462,20240328,1334,97.9012,-7.1376,2,25.225,Indian Ocean
2463,20241004,1635,103.5745,1.3119,1,27.093,Malacca Strait
2464,20241101,0111,103.9553,3.2502,3,28.716,Malacca Strait
2465,20240916,0733,123.6622,0.6535,8,16.701,Celebes Sea
2466,20240724,0907,135.714,-7.3931,3,29.992,Arafura Sea
2467,20240220,0427,134.524,-6.366,3,40.529,Arafura Sea
2468,20241203,0139,109.3532,-6.9487,1,13.02,Java Sea
2469,20240817,1844,114.8081,-6.1558,3,43.359,Java Sea
2470,20240719,1939,114.0389,-5.6605,2,14.245,Java Sea
2471,20241207,0301,133.6757,-8.3565,3,3.322,Arafura Sea
2472,20241224,0503,111.8002,-2.8744,3,0.766,South China Sea
2473,20240418,1206,102.984,-6.3038,1,0.691,Indian Ocean
2474,20240417,0700,120.6332,-0.9232,2,46.798,Celebes Sea
2475,20241006,2149,119.8092,0.5076,3,30.768,Celebes Sea
2476,20240327,1459,110.7868,-4.9075,3,12.581,Java Sea
2477,20240428,1624,113.9069,-4.0212,2,33.822,Java Sea
2478,20240724,0240,109.8346,1.8873,2,6.145,South China Sea
2479,20240706,1215,121.7117,2.868,1,21.986,Celebes Sea
2480,20240207,0450,103.1079,1.0025,2,8.264,Malacca Strait
2481,20241118,1614,102.7352,-8.2382,3,17.792,Indian Ocean
2482,20240217,1548,113.1602,-4.815,1,36.946,Java Sea
2483,20240813,0327,135.8424,-5.4174,2,37.898,Arafura Sea
2484,20241118,1641,138.7787,-8.3318,1,40.754,Arafura Sea
2485,20241015,1358,108.5254,-6.6177,1,25.407,Java Sea
2486,20240921,0719,114.7896,-5.743,2,17.822,Java Sea
2487,20241227,2325,102.9377,1.0499,1,19.155,Malacca Strait
2488,20240320,1106,138.7538,-6.8645,2,7.349,Arafura Sea
2489,20241006,1038,101.2322,2.5217,1,14.005,Malacca Strait
2490,20241210,0438,102.5458,3.292,2,1.613,Malacca Strait
2491,20240714,1819,111.3263,-4.7055,10,3.615,Java Sea
2492,20240901,1729,102.4749,2.4533,3,15.696,Malacca Strait
2493,20241028,1817,134.7844,-7.5922,1,4.226,Arafura Sea
2494,20240504,1318,123.0136,2.8119,1,42.025,Celebes Sea
2495,20241219,1706,122.1496,-0.7625,8,49.863,Celebes Sea
2496,20240511,0010,112.09,-6.9161,3,33.313,Java Sea
2497,20240304,0108,120.9725,-1.9405,1,48.078,Celebes Sea
2498,20240101,1734,110.8015,-5.3414,1,41.761,Java Sea
2499,20240918,1855,100.4175,1.6643,2,33.453,Malacca Strait
2500,20240918,0747,111.3773,-4.9997,2,23.949,Java Sea
2501,20240614,0759,114.6916,-2.3641,1,48.027,South China Sea
2502,20240402,2124,139.4064,-8.811,1,38.109,Arafura Sea
2503,20241012,2058,102.3687,3.6083,1,48.428,Malacca Strait
2504,20241007,1442,101.1711,2.6739,10,42.311,Malacca Strait
2505,20240925,1558,100.4559,-6.1526,8,1.466,Indian Ocean
2506,20241126,0140,111.3047,-5.7567,1,37.631,Java Sea
2507,20240409,0916,103.5542,1.3686,1,7.011,Malacca Strait
2508,20241111,1359,119.2163,0.9037,2,20.343,Celebes Sea
2509,20240705,0458,98.3187,-4.3,1,17.538,Indian Ocean
2510,20240725,0554,123.3612,-1.1784,1,9.45,Celebes Sea
2511,20241121,2150,120.6589,-0.7073,1,1.955,Celebes Sea
2512,20240910,2123,101.9216,2.1664,3,30.066,Malacca Strait
2513,20240418,0731,120.6313,-1.4217,1,41.607,Celebes Sea
2514,20240404,0555,99.2998,-5.3567,3,45.024,Indian Ocean
2515,20241106,0204,113.1872,-5.8168,8,46.5,Java Sea
2516,20240321,1427,134.6578,-5.8848,1,38.734,Arafura Sea
2517,20240618,1020,121.7279,-0.5217,3,27.93,Celebes Sea
2518,20241127,1154,112.0912,-6.0842,1,15.975,Java Sea
2519,20240620,0203,103.91,1.9831,1,17.131,Malacca Strait
2520,20240520,0229,113.9618,-6.8585,1,15.709,Java Sea
2521,20240625,0455,103.0587,2.9159,1,26.682,Malacca Strait
2522,20240804,1144,138.1257,-8.5515,2,40.386,Arafura Sea
2523,20241007,0131,119.9972,-0.2637,1,25.772,Celebes Sea
2524,20240703,0215,109.3667,-5.4104,2,41.362,Java Sea
2525,20240117,1556,122.0044,-0.9067,2,9.167,Celebes Sea
2526,20240818,1518,97.5465,-5.028,1,41.447,Indian Ocean
2527,20240304,1426,101.2639,1.1878,2,16.672,Malacca Strait
2528,20240826,1632,139.4861,-6.0842,1,28.444,Arafura Sea
2529,20240509,1247,110.974,-5.5649,1,24.22,Java Sea
2530,20240719,0214,139.5346,-6.63,10,10.89,Arafura Sea
2531,20240721,1357,102.3506,2.7268,1,17.402,Malacca Strait
2532,20241202,0338,121.8756,2.7418,1,27.928,Celebes Sea
2533,20240427,2110,102.3098,2.5939,3,5.212,Malacca Strait
2534,20240510,0524,112.1612,-5.0093,2,14.208,Java Sea
2535,20241120,2323,103.2118,-7.5123,1,22.183,Indian Ocean
2536,20240811,2022,123.3842,2.9433,3,37.835,Celebes Sea
2537,20241002,0528,111.6282,-6.6665,1,37.387,Java Sea
2538,20241128,2052,102.1553,2.981,8,7.314,Malacca Strait
2539,20240803,1421,119.9377,1.6506,1,37.655,Celebes Sea
2540,20240626,0350,123.5795,-0.4238,3,46.335,Celebes Sea
2541,20240717,0346,103.0422,1.4796,1,11.273,Malacca Strait
2542,20240728,1705,111.6971,-5.9748,1,29.117,Java Sea
2543,20240209,1056,123.9292,3.0058,2,41.143,Celebes Sea
2544,20241219,2053,137.3204,-5.3323,8,5.716,Arafura Sea
2545,20240928,1337,100.188,1.9469,8,10.782,Malacca Strait
2546,20241111,2348,111.363,0.768,2,1.523,South China Sea
2547,20241111,0625,139.7283,-8.9524,1,1.489,Arafura Sea
2548,20241003,0054,133.853,-8.0355,1,26.866,Arafura Sea
2549,20241128,1015,116.8628,-1.1558,1,36.314,South China Sea
2550,20240926,0345,108.4135,-5.4066,8,6.589,Java Sea
2551,20240423,1404,108.427,-6.5931,1,45.336,Java Sea
2552,20240413,1228,103.3606,-6.3454,1,4.404,Indian Ocean
2553,20241008,0651,136.5676,-6.6017,1,31.125,Arafura Sea
2554,20240703,1118,137.3864,-6.8218,2,22.793,Arafura Sea
2555,20240708,1811,112.5546,-4.4177,1,18.175,Java Sea
2556,20240413,2142,133.8098,-7.4807,2,7.134,Arafura Sea
2557,20240801,0526,120.1999,0.917,2,49.84,Celebes Sea
2558,20240410,0524,135.869,-7.6275,2,40.458,Arafura Sea
2559,20240202,0344,113.719,-4.9511,2,23.36,Java Sea
2560,20240928,2026,102.0768,-7.9763,8,41.498,Indian Ocean
2561,20240422,1708,110.6131,-6.6267,2,24.776,Java Sea
2562,20240414,0432,109.8484,-5.5402,8,43.682,Java Sea
2563,20240217,1820,109.8141,-6.1882,1,39.815,Java Sea
2564,20240114,1544,101.6028,-6.1243,1,37.93,Indian Ocean
2565,20241201,1832,103.8821,-5.8665,1,27.061,Indian Ocean
2566,20240528,1022,116.4464,0.0549,3,6.038,South China Sea
2567,20240924,1431,138.8181,-5.9323,1,6.603,Arafura Sea
2568,20240726,1707,109.3758,-5.0746,10,39.547,Java Sea
2569,20241225,0113,138.874,-5.717,1,29.737,Arafura Sea
2570,20240418,1547,139.308,-6.971,1,18.278,Arafura Sea
2571,20240525,1553,122.6615,-0.7133,1,12.928,Celebes Sea
2572,20240212,0640,108.059,-6.9626,2,43.731,Java Sea
2573,20240312,0802,98.4903,-8.3614,3,46.23,Indian Ocean
2574,20240403,1941,113.9317,-4.4129,1,18.127,Java Sea
2575,20240201,0131,100.0293,3.2739,3,34.629,Malacca Strait
2576,20240309,1115,110.449,0.3902,10,42.089,South China Sea
2577,20241010,0359,119.2975,0.8963,10,7.65,Celebes Sea
2578,20241024,2309,136.8079,-7.1375,2,37.348,Arafura Sea
2579,20240406,0531,103.9244,-6.1283,1,42.178,Indian Ocean
2580,20241221,2126,134.2987,-8.944,1,5.434,Arafura Sea
2581,20240513,1644,122.1093,-1.7873,1,19.383,Celebes Sea
2582,20240823,2059,108.084,-5.3615,1,46.533,Java Sea
2583,20240413,1304,133.2226,-7.6591,3,28.776,Arafura Sea
2584,20240111,1420,114.7091,-5.2498,1,1.986,Java Sea
2585,20241001,0013,109.7038,-5.9994,3,30.959,Java Sea
2586,20240806,0513,113.2684,-6.8962,1,27.257,Java Sea
2587,20240221,1211,100.165,2.5279,1,6.438,Malacca Strait
2588,20241225,0850,110.285,2.2208,3,6.038,South China Sea
2589,20240216,0019,102.2779,2.6415,1,12.621,Malacca Strait
2590,20240510,0409,114.8486,-4.5248,1,5.096,Java Sea
2591,20241009,0246,100.5763,1.5433,1,45.736,Malacca Strait
2592,20241227,1430,133.1191,-7.9136,3,44.223,Arafura Sea
2593,20240721,2006,100.0904,3.0232,1,11.62,Malacca Strait
2594,20241027,0901,110.8628,-5.0454,3,48.54,Java Sea
2595,20241212,1807,134.8924,-7.6202,2,19.422,Arafura Sea
2596,20240618,1805,108.7441,-4.9978,8,8.951,Java Sea
2597,20241210,2334,103.5234,3.9801,2,44.302,Malacca Strait
2598,20240922,1329,111.892,-4.6265,1,19.279,Java Sea
2599,20240515,0847,108.0677,-5.4234,1,11.921,Java Sea
2600,20241004,1818,113.0174,-2.4686,1,31.176,South China Sea
2601,20240113,1848,119.4288,-0.1953,3,26.69,Celebes Sea
2602,20240720,2353,116.0436,2.8469,2,10.27,South China Sea
2603,20240914,0802,100.9218,2.621,1,25.456,Malacca Strait
2604,20240609,1345,112.0186,-5.4166,1,42.856,Java Sea
2605,20241216,2109,114.9851,-6.4021,8,43.378,Java Sea
2606,20240401,0135,101.3154,3.6359,1,26.19,Malacca Strait
2607,20240715,0739,110.0418,-4.857,2,0.739,Java Sea
2608,20240204,0851,121.8587,2.6689,1,0.631,Celebes Sea
2609,20241025,2352,123.2794,-1.4459,2,12.137,Celebes Sea
2610,20241022,1736,134.4108,-7.173,8,36.474,Arafura Sea
2611,20240926,2334,137.3244,-7.4472,1,49.455,Arafura Sea
2612,20240914,1524,104.5424,-4.667,10,12.625,Indian Ocean
2613,20241017,0815,114.4495,-4.5522,2,22.011,Java Sea
2614,20240803,0305,114.5071,-1.5341,2,16.258,South China Sea
2615,20240511,1636,136.8871,-7.5225,1,48.161,Arafura Sea
2616,20240526,2123,103.8911,1.5673,1,10.571,Malacca Strait
2617,20240811,1238,134.9441,-7.3555,8,30.063,Arafura Sea
2618,20240714,1403,114.234,-6.18,1,5.227,Java Sea
2619,20240126,0434,120.335,1.8638,3,45.557,Celebes Sea
2620,20240417,1449,134.0655,-8.4489,2,14.805,Arafura Sea
2621,20240117,1104,114.7268,-5.8268,2,25.096,Java Sea
2622,20240621,0610,139.3338,-7.1297,1,47.576,Arafura Sea
2623,20240503,0549,114.9702,-6.9478,2,28.221,Java Sea
2624,20240222,1340,112.9085,-6.6785,8,9.246,Java Sea
2625,20240522,1202,120.6368,1.3868,1,3.511,Celebes Sea
2626,20240701,0135,120.0953,-0.413,1,12.494,Celebes Sea
2627,20241206,0608,108.6067,-6.7308,10,28.606,Java Sea
2628,20240205,0016,102.0172,-8.6568,2,47.352,Indian Ocean
2629,20240725,1052,133.0807,-6.0583,1,38.709,Arafura Sea
2630,20240724,0119,139.8149,-7.9658,10,32.927,Arafura Sea
2631,20240428,2052,116.8062,-0.4862,1,48.336,South China Sea
2632,20240616,2340,108.6168,-6.2902,3,49.16,Java Sea
2633,20240508,1126,99.473,-4.7733,2,4.612,Indian Ocean
2634,20240625,0308,101.2781,-8.1841,3,41.389,Indian Ocean
2635,20240117,1245,134.2829,-7.1877,8,40.557,Arafura Sea
2636,20240328,0404,104.4551,-5.0841,1,47.841,Indian Ocean
2637,20240915,1617,121.2096,3.9867,8,39.61,Celebes Sea
2638,20240319,0123,111.2696,-6.7584,2,1.245,Java Sea
2639,20240517,1819,103.7306,3.4188,1,48.691,Malacca Strait
2640,20240410,0126,110.1924,-6.1844,1,43.996,Java Sea
2641,20240303,1027,136.8338,-5.2101,3,42.252,Arafura Sea
2642,20240519,0525,122.756,-1.0182,1,33.166,Celebes Sea
2643,20240204,2131,109.9814,-4.5449,3,38.818,Java Sea
2644,20240401,2119,119.4015,-1.1195,1,11.655,Celebes Sea
2645,20240926,0533,138.5227,-6.9982,3,26.082,Arafura Sea
2646,20240713,0801,121.0989,-1.8608,8,17.692,Celebes Sea
2647,20240206,1142,108.7053,-6.8688,1,37.613,Java Sea
2648,20240104,2219,113.0835,-6.2586,1,30.759,Java Sea
2649,20240416,0446,100.3911,-4.881,1,32.272,Indian Ocean
2650,20240302,2238,119.2644,-1.6493,1,22.613,Celebes Sea
2651,20240103,0202,113.6061,2.4745,8,46.949,South China Sea
2652,20240208,0331,114.4329,-5.5755,3,37.503,Java Sea
2653,20240702,2340,121.3332,1.9134,1,38.005,Celebes Sea
2654,20240622,2248,109.4003,2.9262,2,49.536,South China Sea
2655,20240528,2033,134.8086,-6.6727,1,16.769,Arafura Sea
2656,20240415,1033,100.0377,1.3614,1,8.7,Malacca Strait
2657,20240922,1400,111.3078,-6.5006,2,23.848,Java Sea
2658,20240415,0306,137.1912,-8.775,8,21.624,Arafura Sea
2659,20240827,0412,121.5599,2.6752,1,34.004,Celebes Sea
2660,20240516,1534,113.2927,2.9271,3,10.299,South China Sea
2661,20240718,0300,100.9067,2.3422,8,9.512,Malacca Strait
2662,20240912,1132,108.1045,-4.8316,1,2.058,Java Sea
2663,20240426,0425,109.7983,-4.3956,1,48.218,Java Sea
2664,20240126,1248,113.7697,-5.8279,2,19.43,Java Sea
2665,20240801,1243,101.8236,2.1952,8,34.291,Malacca Strait
2666,20241028,1156,112.3382,-6.6448,2,47.194,Java Sea
2667,20240710,0400,108.3844,-6.6537,1,24.277,Java Sea
2668,20241117,0810,109.3834,-6.8607,8,14.462,Java Sea
2669,20240928,0718,113.2364,-6.6625,2,27.321,Java Sea
2670,20240504,2351,108.4617,-6.9292,1,40.57,Java Sea
2671,20240304,1124,110.8475,-1.6282,8,24.075,South China Sea
2672,20240723,0950,103.2302,2.6501,1,12.631,Malacca Strait
2673,20240410,1700,139.55,-5.55,1,16.63,Arafura Sea
2674,20240814,0809,115.9242,-1.3432,3,24.784,South China Sea
2675,20240211,1521,113.2669,-0.4531,1,16.387,South China Sea
2676,20240215,1506,139.0496,-8.4527,1,7.132,Arafura Sea
2677,20240211,1124,122.8254,0.9865,1,42.777,Celebes Sea
2678,20240806,0701,122.8121,2.8726,3,8.099,Celebes Sea
2679,20240625,0829,136.0459,-6.0474,1,23.694,Arafura Sea
2680,20240807,0129,108.4526,-6.6948,8,6.564,Java Sea
2681,20240921,0746,101.0543,2.957,1,3.529,Malacca Strait
2682,20240901,0518,110.2264,-4.0639,8,41.156,Java Sea
2683,20240822,0510,112.5293,-1.0541,1,28.35,South China Sea
2684,20240913,0411,103.0823,2.1833,8,27.973,Malacca Strait
2685,20240709,0441,116.9733,-0.3078,1,44.672,South China Sea
2686,20241207,1035,134.0067,-5.2176,1,48.361,Arafura Sea
2687,20241005,0627,101.6703,1.4151,8,36.241,Malacca Strait
2688,20241123,0033,113.4664,-0.5614,3,45.967,South China Sea
2689,20240302,2223,120.9669,2.0765,1,38.982,Celebes Sea
2690,20240927,1930,110.428,-6.9238,3,10.401,Java Sea
2691,20241028,1416,100.3352,3.7144,1,38.937,Malacca Strait
